district,pct_white_nh,pct_black,pct_hispanic,pct_asian,pct_other,pct_college,pct_white_nh_college,pct_white_nh_non_college,pct_nonwhite_college,pct_nonwhite_non_college,pct_under_30,pct_30_44,pct_45_64,pct_65_plus,median_age,median_income,total_population,source
NC-05,73.67,11.59,10.27,1.3,3.17,28.71,23.64,54.71,5.07,16.58,20.45,21.54,33.41,24.6,41.6,58753,749232,ACS_2023_5yr_old_lines
NC-06,50.8,30.52,10.05,3.99,4.64,33.33,21.66,34.61,11.68,32.06,21.91,23.81,32.91,21.37,38.8,64864,750506,ACS_2023_5yr_old_lines
NC-07,62.14,17.66,8.1,1.07,11.03,30.7,24.06,42.83,6.64,26.47,18.98,22.49,32.73,25.81,41.9,64103,765878,ACS_2023_5yr_old_lines
NC-08,69.79,13.57,10.37,2.35,3.93,26.59,20.96,53.12,5.63,20.3,18.61,23.91,35.91,21.57,40.4,71349,757161,ACS_2023_5yr_old_lines
NC-09,55.79,22.5,13.09,1.74,6.88,28.52,19.83,41.0,8.69,30.48,22.21,25.7,30.44,21.66,36.4,64346,754471,ACS_2023_5yr_old_lines
NC-10,76.3,9.44,8.04,2.25,3.98,24.96,21.3,59.02,3.66,16.01,18.01,22.64,35.77,23.59,42.3,65827,757806,ACS_2023_5yr_old_lines
NC-11,83.55,3.47,7.71,0.93,4.35,34.83,31.75,55.3,3.08,9.87,16.22,21.94,32.46,29.38,45.5,63021,752083,ACS_2023_5yr_old_lines
NC-12,40.7,34.45,15.17,5.51,4.18,39.99,21.53,23.49,18.47,36.52,22.05,28.9,33.2,15.86,36.0,77079,754074,ACS_2023_5yr_old_lines
NC-13,58.79,20.88,13.32,2.73,4.27,37.93,27.72,35.3,10.21,26.77,19.13,28.15,34.59,18.13,37.8,83964,774071,ACS_2023_5yr_old_lines
NC-14,55.49,20.4,13.73,5.5,4.88,49.12,34.37,25.99,14.74,24.89,21.61,30.22,31.49,16.68,36.2,85709,760424,ACS_2023_5yr_old_lines
ND-AL,82.52,3.17,4.49,1.54,8.28,32.28,28.65,57.53,3.64,10.19,23.79,26.38,28.63,21.21,35.7,75949,779361,ACS_2023_5yr
NE-01,78.22,3.06,11.32,2.72,4.68,35.69,31.19,51.44,4.5,12.88,24.44,25.29,29.94,20.33,35.9,77380,656585,ACS_2023_5yr
NE-02,69.12,9.34,13.0,3.94,4.59,42.54,35.87,39.07,6.66,18.4,21.34,29.17,31.07,18.42,35.6,82396,657288,ACS_2023_5yr
NE-03,81.37,1.41,12.64,0.76,3.81,24.37,22.29,63.28,2.08,12.35,18.67,22.89,31.97,26.46,40.0,66736,652053,ACS_2023_5yr
NH-01,87.37,1.44,4.64,2.58,3.97,40.41,36.54,53.0,3.87,6.59,18.96,23.0,34.77,23.28,42.7,97362,694195,ACS_2023_5yr
NH-02,87.7,1.33,4.4,2.57,4.01,39.23,35.03,54.7,4.2,6.07,17.68,22.73,35.02,24.57,43.7,93978,693639,ACS_2023_5yr
NJ-01,59.87,15.34,15.36,5.04,4.39,35.0,25.02,39.62,9.98,25.38,19.77,25.62,33.65,20.96,39.2,88471,773787,ACS_2023_5yr
NJ-02,63.97,10.72,17.5,3.68,4.13,30.46,24.23,45.12,6.23,24.41,17.17,22.31,34.67,25.85,43.0,83571,779492,ACS_2023_5yr
NJ-03,63.17,12.16,12.15,8.04,4.48,45.92,31.85,34.81,14.06,19.28,17.25,23.75,36.37,22.62,42.2,113769,779285,ACS_2023_5yr
NJ-04,80.15,3.31,11.02,2.44,3.08,39.52,33.49,48.89,6.03,11.59,17.43,21.18,33.44,27.96,41.1,95512,780618,ACS_2023_5yr
NJ-05,58.59,5.37,16.52,15.86,3.66,54.49,33.78,26.88,20.71,18.64,16.29,22.72,37.03,23.96,43.4,131132,772595,ACS_2023_5yr
NJ-06,43.13,10.83,24.17,17.76,4.11,42.06,20.96,26.38,21.11,31.55,21.69,26.04,33.25,19.02,38.4,103302,773496,ACS_2023_5yr
NJ-07,69.78,5.09,13.02,8.14,3.97,54.42,40.55,32.48,13.87,13.1,15.66,22.96,38.61,22.77,43.6,133759,777102,ACS_2023_5yr
NJ-08,25.19,7.87,51.39,11.24,4.3,40.33,16.61,11.53,23.72,48.14,21.71,34.23,29.54,14.52,35.8,81478,758849,ACS_2023_5yr
NJ-09,37.37,8.15,42.74,8.81,2.93,33.43,16.98,24.09,16.45,42.48,20.02,27.24,33.06,19.68,38.6,88130,763146,ACS_2023_5yr
NJ-10,19.26,48.08,21.3,6.3,5.06,31.98,10.72,10.19,21.26,57.83,21.74,27.53,32.23,18.5,36.9,71062,765978,ACS_2023_5yr
NJ-11,61.56,5.55,17.01,11.58,4.29,58.15,39.76,24.89,18.39,16.96,17.5,24.25,36.27,21.97,41.8,134451,771662,ACS_2023_5yr
NJ-12,39.7,15.32,22.14,19.23,3.62,48.32,23.59,21.02,24.73,30.66,18.99,25.22,34.99,20.8,40.1,108871,771004,ACS_2023_5yr
NM-01,45.6,2.47,41.44,2.63,7.87,38.92,24.46,26.86,14.46,34.22,18.57,24.96,31.39,25.08,41.2,68383,709243,ACS_2023_5yr
NM-02,29.29,1.82,60.21,1.05,7.63,23.98,12.36,21.93,11.63,54.09,23.38,24.9,29.64,22.08,36.5,57028,704881,ACS_2023_5yr
NM-03,34.63,1.15,42.82,1.1,20.3,26.83,17.19,23.1,9.64,50.07,19.26,24.44,31.23,25.07,39.7,60767,700644,ACS_2023_5yr
NV-01,40.49,8.81,36.27,7.86,6.57,25.17,15.05,31.65,10.12,43.19,19.1,26.77,32.87,21.25,38.9,67470,763217,ACS_2023_5yr
NV-02,63.2,1.92,23.68,4.08,7.11,28.85,22.48,46.6,6.37,24.55,19.07,25.45,31.85,23.63,40.1,82815,783965,ACS_2023_5yr
NV-03,43.18,9.96,21.94,16.81,8.11,34.22,18.09,29.76,16.13,36.02,18.32,28.71,32.42,20.55,39.6,80667,795278,ACS_2023_5yr
NV-04,37.0,15.38,35.08,5.31,7.23,20.75,11.46,32.02,9.28,47.23,20.66,27.46,31.98,19.9,36.9,71818,798540,ACS_2023_5yr
NY-01,71.78,4.3,15.09,5.12,3.72,47.62,38.73,37.38,8.9,14.99,18.2,20.46,36.69,24.64,44.2,134743,778379,ACS_2023_5yr
NY-02,55.02,9.47,28.95,3.19,3.36,32.42,22.78,37.17,9.64,30.41,20.0,24.73,35.73,19.55,39.7,123518,774678,ACS_2023_5yr
NY-03,55.9,2.96,14.49,22.76,3.88,51.98,31.82,27.03,20.16,20.99,16.07,21.8,35.7,26.43,44.5,137770,773153,ACS_2023_5yr
NY-04,49.75,17.15,21.8,7.18,4.11,43.75,27.37,24.94,16.38,31.31,19.31,24.24,34.43,22.02,40.6,137263,772033,ACS_2023_5yr
NY-05,13.74,40.4,20.54,15.25,10.07,27.87,6.02,8.21,21.85,63.92,19.98,24.07,34.67,21.28,40.0,85500,792001,ACS_2023_5yr
NY-06,25.89,3.94,25.02,41.16,3.99,38.92,13.57,13.66,25.34,47.43,15.39,26.28,35.11,23.22,42.8,79859,738059,ACS_2023_5yr
NY-07,36.69,10.51,35.41,12.43,4.97,44.47,24.05,13.73,20.42,41.79,25.45,34.67,25.85,14.02,34.1,90196,745736,ACS_2023_5yr
NY-08,27.93,42.38,16.6,7.77,5.32,34.18,16.23,13.6,17.95,52.22,20.01,26.84,31.43,21.73,37.8,62703,769904,ACS_2023_5yr
NY-09,32.84,41.14,11.35,8.33,6.34,37.71,17.07,13.45,20.64,48.84,20.29,28.62,30.32,20.76,36.7,74202,749197,ACS_2023_5yr
NY-10,50.44,5.88,19.27,19.52,4.89,61.68,42.55,9.57,19.13,28.75,22.11,32.65,27.53,17.7,36.5,116134,732690,ACS_2023_5yr
NY-11,52.38,6.55,18.62,19.29,3.16,36.66,23.47,32.15,13.2,31.18,17.91,25.35,34.59,22.15,40.8,89683,753792,ACS_2023_5yr
NY-12,66.31,4.51,11.34,12.97,4.86,80.18,58.42,9.17,21.76,10.65,19.85,29.3,27.35,23.5,40.6,147255,716964,ACS_2023_5yr
NY-13,15.84,23.75,51.54,5.23,3.64,35.49,13.43,3.86,22.06,60.65,23.11,28.99,30.42,17.48,36.8,54087,786215,ACS_2023_5yr
NY-14,17.49,16.34,51.87,10.96,3.33,27.98,9.52,10.63,18.46,61.39,21.4,29.0,30.45,19.14,37.0,68421,720139,ACS_2023_5yr
NY-15,9.26,30.76,54.08,2.8,3.1,21.92,5.02,5.17,16.9,72.91,22.83,27.52,32.06,17.59,34.9,45635,751612,ACS_2023_5yr
NY-16,39.88,20.17,29.12,6.22,4.61,47.93,26.94,15.65,20.99,36.42,18.65,25.21,34.19,21.95,40.5,104787,776130,ACS_2023_5yr
NY-17,64.22,7.36,20.28,4.8,3.34,48.73,35.74,30.14,13.0,21.12,18.6,22.77,35.72,22.92,40.1,125810,775107,ACS_2023_5yr
NY-18,63.32,9.96,18.87,2.85,5.0,35.35,26.4,40.75,8.95,23.91,20.99,23.78,34.01,21.23,39.5,93417,781059,ACS_2023_5yr
NY-19,81.67,3.64,6.77,3.42,4.5,33.81,29.19,56.67,4.62,9.53,22.88,20.21,31.7,25.21,41.8,68506,773744,ACS_2023_5yr
NY-20,74.41,8.29,6.43,5.21,5.66,41.93,34.5,44.57,7.44,13.5,22.34,23.63,31.72,22.3,39.9,84757,780015,ACS_2023_5yr
NY-21,88.41,2.1,4.34,1.03,4.12,26.9,24.51,65.86,2.39,7.24,19.21,22.25,33.67,24.87,42.2,71346,772318,ACS_2023_5yr
NY-22,77.48,7.94,5.77,3.76,5.04,34.13,29.66,52.93,4.47,12.94,20.55,23.07,32.72,23.66,40.1,73121,769228,ACS_2023_5yr
NY-23,89.19,2.32,3.78,0.93,3.78,30.26,27.99,63.58,2.27,6.15,16.75,21.83,35.15,26.27,44.0,70756,772644,ACS_2023_5yr
NY-24,88.14,2.55,4.23,0.9,4.17,26.12,24.2,66.38,1.92,7.5,18.57,22.54,34.37,24.52,42.1,71020,774291,ACS_2023_5yr
NY-25,68.82,13.56,9.65,3.65,4.32,40.68,33.94,40.07,6.73,19.25,20.59,24.27,32.05,23.09,39.6,74115,771436,ACS_2023_5yr
NY-26,67.06,15.54,7.35,5.54,4.52,34.8,27.89,44.97,6.91,20.23,21.62,24.85,30.86,22.67,38.6,64316,771795,ACS_2023_5yr
OH-01,68.2,18.44,4.48,4.28,4.61,46.08,36.48,35.05,9.6,18.86,22.05,26.44,31.59,19.91,37.0,78497,788977,ACS_2023_5yr_old_lines
OH-02,92.59,1.89,1.57,0.59,3.36,20.96,19.44,74.4,1.52,4.64,18.0,23.91,34.66,23.42,41.1,64929,786699,ACS_2023_5yr_old_lines
OH-03,54.38,28.01,6.62,5.28,5.71,44.56,32.71,26.77,11.85,28.67,25.85,29.34,27.85,16.95,34.2,70890,785542,ACS_2023_5yr_old_lines
OH-04,85.88,4.4,2.64,2.88,4.21,28.65,24.32,63.49,4.33,7.86,18.4,24.93,33.88,22.79,40.1,76157,792206,ACS_2023_5yr_old_lines
OH-05,84.27,3.68,7.52,0.94,3.59,24.78,22.21,65.01,2.57,10.21,19.81,22.76,33.34,24.1,40.6,69096,786317,ACS_2023_5yr_old_lines
OH-06,86.66,6.02,3.25,0.56,3.51,20.56,18.72,70.34,1.84,9.09,17.23,21.59,34.1,27.09,43.8,59527,781400,ACS_2023_5yr_old_lines
OH-07,86.2,3.19,4.14,3.04,3.42,37.44,32.92,55.53,4.52,7.03,16.64,22.78,34.51,26.06,43.2,84593,782342,ACS_2023_5yr_old_lines
OH-08,74.76,12.97,4.83,2.76,4.68,30.34,24.56,54.34,5.78,15.32,20.08,24.23,33.36,22.33,38.6,77449,784950,ACS_2023_5yr_old_lines
OH-09,75.17,11.78,7.44,1.36,4.25,27.24,23.12,56.42,4.13,16.34,19.07,23.69,33.09,24.14,40.4,65077,783014,ACS_2023_5yr_old_lines
OH-10,71.98,16.5,3.85,2.15,5.52,31.46,25.1,50.49,6.36,18.04,20.99,23.97,31.6,23.44,38.8,66752,784850,ACS_2023_5yr_old_lines
OH-11,41.66,43.3,7.75,2.52,4.76,32.6,21.5,24.93,11.11,42.47,21.71,25.48,30.78,22.03,38.1,51572,776190,ACS_2023_5yr_old_lines
OH-12,88.65,3.75,2.06,1.77,3.77,27.18,24.07,66.56,3.11,6.26,20.38,23.63,33.64,22.34,39.5,73990,792715,ACS_2023_5yr_old_lines
OH-13,76.4,12.3,2.87,3.13,5.29,33.22,28.68,51.67,4.54,15.11,18.64,23.67,33.09,24.6,41.4,69439,783863,ACS_2023_5yr_old_lines
OH-14,86.64,4.89,3.34,1.03,4.09,27.26,24.52,64.65,2.74,8.09,18.92,21.32,34.02,25.74,42.9,68906,785287,ACS_2023_5yr_old_lines
OH-15,73.47,11.21,6.16,4.13,5.03,32.79,25.83,51.97,6.96,15.24,19.54,28.78,32.95,18.74,37.2,76350,785694,ACS_2023_5yr_old_lines
OK-01,59.97,8.46,14.1,3.39,14.08,32.63,24.91,41.8,7.71,25.58,21.19,27.37,31.3,20.15,36.4,69305,799564,ACS_2023_5yr
OK-02,62.64,3.04,5.96,0.91,27.45,19.35,14.03,54.79,5.33,25.86,19.16,23.5,32.58,24.77,39.9,54463,800101,ACS_2023_5yr
OK-03,61.48,4.78,20.78,1.51,11.46,21.85,17.13,50.8,4.72,27.35,23.54,26.34,30.05,20.06,35.3,57932,797954,ACS_2023_5yr
OK-04,66.21,7.14,10.41,2.5,13.74,27.38,20.48,50.85,6.91,21.76,23.82,25.86,30.04,20.29,36.3,65779,798638,ACS_2023_5yr
OK-05,63.82,10.98,10.19,3.25,11.76,37.61,28.33,40.88,9.27,21.52,20.87,27.51,31.05,20.58,37.0,72855,799003,ACS_2023_5yr
OR-01,65.65,2.22,15.7,9.36,7.08,47.17,33.91,36.49,13.26,16.34,20.21,30.34,30.16,19.29,38.3,96012,706333,ACS_2023_5yr
OR-02,76.28,0.63,15.1,0.84,7.15,23.75,20.24,60.85,3.51,15.4,16.66,23.36,31.25,28.73,42.7,65531,707098,ACS_2023_5yr
OR-03,65.25,5.3,14.44,7.11,7.89,40.95,31.8,38.36,9.14,20.7,18.61,31.61,31.67,18.11,39.0,85538,697979,ACS_2023_5yr
OR-04,80.02,0.84,9.15,2.6,7.39,32.4,27.58,56.5,4.82,11.1,21.83,21.54,29.25,27.38,42.2,66715,707398,ACS_2023_5yr
OR-05,79.58,0.98,10.19,2.92,6.33,38.21,32.84,50.62,5.37,11.17,16.75,26.18,32.35,24.73,41.4,89355,711303,ACS_2023_5yr
OR-06,67.02,1.09,21.15,3.52,7.21,34.61,27.9,45.04,6.71,20.34,20.79,26.49,31.01,21.7,38.2,84014,708603,ACS_2023_5yr
PA-01,79.83,3.59,6.43,5.97,4.18,43.99,36.3,46.25,7.69,9.75,16.41,22.71,36.02,24.86,43.7,111074,764829,ACS_2023_5yr
PA-02,36.6,23.59,25.63,9.52,4.67,27.56,16.3,26.13,11.26,46.32,21.2,28.88,31.32,18.6,35.9,59781,751754,ACS_2023_5yr
PA-03,31.51,52.0,5.77,6.0,4.72,42.62,24.25,10.35,18.37,47.03,27.11,29.51,25.53,17.84,34.3,62278,759251,ACS_2023_5yr
PA-04,76.15,8.0,6.2,5.77,3.88,48.55,39.41,40.07,9.14,11.38,17.25,24.19,34.41,24.15,42.0,108583,768425,ACS_2023_5yr
PA-05,58.58,24.22,6.24,6.64,4.32,41.88,30.45,32.51,11.44,25.6,20.53,26.04,32.12,21.31,38.5,86098,762831,ACS_2023_5yr
PA-06,69.62,4.91,16.61,4.93,3.93,48.1,39.29,35.53,8.8,16.38,19.36,24.56,34.26,21.82,39.7,103651,771480,ACS_2023_5yr
PA-07,68.35,5.29,19.99,3.0,3.36,31.99,25.38,48.66,6.61,19.35,19.21,23.68,33.23,23.87,41.2,80362,770006,ACS_2023_5yr
PA-08,74.11,5.94,14.18,1.93,3.84,27.05,22.65,56.6,4.4,16.35,18.01,22.54,34.23,25.22,43.0,66602,765141,ACS_2023_5yr
PA-09,87.83,2.27,6.18,0.87,2.84,22.73,20.89,69.61,1.85,7.66,17.66,21.98,33.9,26.46,43.3,68242,764854,ACS_2023_5yr
PA-10,71.54,9.9,9.92,4.48,4.15,34.14,27.71,48.79,6.42,17.07,19.1,24.69,33.14,23.06,40.2,79951,772418,ACS_2023_5yr
PA-11,81.9,3.27,9.43,2.02,3.38,29.96,26.14,59.3,3.82,10.73,18.66,24.07,32.22,25.05,40.0,84225,768324,ACS_2023_5yr
PA-12,73.76,14.7,2.95,3.92,4.66,40.79,33.19,44.91,7.6,14.3,22.16,24.79,29.56,23.49,39.5,70333,761238,ACS_2023_5yr
PA-13,90.1,2.24,3.76,0.66,3.23,21.65,20.18,72.25,1.48,6.09,17.71,21.57,33.94,26.78,43.5,67649,764623,ACS_2023_5yr
PA-14,91.25,3.0,1.57,0.74,3.44,26.56,24.99,67.9,1.56,5.54,17.36,20.92,34.19,27.54,45.3,66147,760119,ACS_2023_5yr
PA-15,91.6,1.92,2.22,1.68,2.59,25.07,22.87,70.07,2.2,4.86,21.45,20.96,32.41,25.18,42.4,63954,760232,ACS_2023_5yr
PA-16,88.26,4.02,2.78,1.22,3.71,29.41,27.2,63.92,2.21,6.67,18.32,22.06,33.56,26.06,42.8,66474,763502,ACS_2023_5yr
PA-17,83.19,7.07,2.44,3.13,4.17,44.26,38.48,47.52,5.78,8.22,14.95,25.14,33.41,26.5,43.3,83156,757491,ACS_2023_5yr
RI-01,64.27,6.1,19.23,3.58,6.82,37.73,30.09,39.84,7.64,22.43,21.09,24.41,32.2,22.29,39.7,82270,543443,ACS_2023_5yr
RI-02,73.78,4.0,15.04,3.27,3.92,36.89,31.08,47.14,5.81,15.97,20.49,23.99,32.74,22.78,41.1,90763,551928,ACS_2023_5yr
SC-01,68.27,17.61,8.18,1.71,4.24,42.17,35.01,37.5,7.16,20.32,17.82,24.86,32.2,25.13,40.9,87997,748351,ACS_2023_5yr
SC-02,60.67,25.87,7.14,2.19,4.13,35.71,24.89,39.97,10.82,24.32,19.44,25.09,33.7,21.78,39.3,72306,743300,ACS_2023_5yr
SC-03,72.04,16.9,6.0,0.98,4.09,25.78,21.59,53.66,4.19,20.57,20.11,22.61,33.04,24.24,40.7,60987,740360,ACS_2023_5yr
SC-04,64.78,18.13,10.83,2.51,3.74,35.6,28.58,39.98,7.02,24.42,20.66,25.86,32.13,21.35,38.2,70345,748540,ACS_2023_5yr
SC-05,64.52,23.58,5.84,1.93,4.14,28.62,20.99,46.72,7.63,24.67,18.07,25.33,34.0,22.59,40.1,67972,745996,ACS_2023_5yr
SC-06,41.05,47.72,6.39,1.49,3.35,28.69,17.74,26.24,10.95,45.06,25.08,25.04,28.79,21.09,36.7,53986,736924,ACS_2023_5yr
SC-07,64.03,26.06,5.14,1.04,3.74,23.8,18.97,49.75,4.83,26.46,16.78,20.86,33.67,28.69,45.0,57825,749303,ACS_2023_5yr
SD-AL,80.26,2.16,4.59,1.39,11.59,31.1,28.03,57.0,3.07,11.9,20.48,25.09,31.15,23.27,37.7,72421,899194,ACS_2023_5yr
TN-01,89.0,2.07,5.03,0.84,3.06,22.93,21.26,70.22,1.66,6.85,18.08,21.41,34.7,25.8,43.9,56252,775141,ACS_2023_5yr_old_lines
TN-02,83.57,5.65,5.59,1.63,3.57,33.52,29.58,57.0,3.94,9.48,21.11,23.54,32.41,22.94,40.0,70169,781418,ACS_2023_5yr_old_lines
TN-03,78.51,9.91,6.02,1.34,4.23,28.43,24.33,57.35,4.1,14.23,18.61,23.9,33.44,24.05,41.0,66236,778339,ACS_2023_5yr_old_lines
TN-04,76.45,8.87,8.37,1.92,4.39,24.97,20.07,60.1,4.9,14.92,21.49,25.58,33.0,19.93,37.8,67039,784468,ACS_2023_5yr_old_lines
TN-05,69.56,12.16,10.21,3.71,4.36,46.26,36.18,37.23,10.09,16.51,18.78,29.04,32.89,19.29,37.8,91860,780166,ACS_2023_5yr_old_lines
TN-06,78.34,9.17,7.7,1.19,3.61,27.92,23.19,58.4,4.73,13.68,19.5,25.91,32.67,21.92,39.3,66241,780363,ACS_2023_5yr_old_lines
TN-07,69.68,15.7,7.88,1.95,4.79,33.75,26.04,47.35,7.71,18.89,24.48,27.08,30.71,17.73,35.7,72502,777488,ACS_2023_5yr_old_lines
TN-08,73.26,17.34,3.7,2.0,3.71,28.97,23.49,52.7,5.49,18.32,17.63,23.81,34.11,24.46,41.2,67059,765252,ACS_2023_5yr_old_lines
TN-09,24.15,61.82,9.43,1.85,2.76,26.99,11.4,16.93,15.59,56.08,23.86,27.08,31.17,17.89,34.4,53748,763447,ACS_2023_5yr_old_lines
TX-01,60.38,17.26,17.38,1.11,3.87,22.2,17.27,48.4,4.93,29.4,20.06,24.52,31.96,23.46,38.5,63555,773654,ACS_2023_5yr_old_lines
TX-02,48.81,11.24,31.72,4.02,4.21,39.0,23.5,30.08,15.5,30.93,19.27,30.48,33.58,16.67,35.8,98833,784437,ACS_2023_5yr_old_lines
TX-03,56.0,10.27,16.08,12.94,4.71,49.09,29.97,30.03,19.12,20.88,18.44,29.28,36.17,16.11,37.7,117653,809668,ACS_2023_5yr_old_lines
TX-04,60.08,8.75,14.86,11.8,4.51,43.75,26.11,37.8,17.64,18.45,18.34,28.41,33.93,19.33,38.5,94632,795941,ACS_2023_5yr_old_lines
TX-05,47.09,14.54,30.19,4.34,3.83,23.79,14.1,40.01,9.69,36.2,19.86,26.44,33.85,19.86,37.0,77349,787200,ACS_2023_5yr_old_lines
TX-06,44.8,13.63,34.27,3.44,3.87,25.49,15.1,35.78,10.39,38.72,21.93,28.03,32.5,17.54,35.6,76551,774748,ACS_2023_5yr_old_lines
TX-07,26.98,19.83,30.81,18.88,3.51,49.36,20.98,9.37,28.39,41.27,25.6,31.69,28.5,14.21,34.2,76380,791069,ACS_2023_5yr_old_lines
TX-08,45.45,12.39,32.07,5.89,4.2,32.4,18.32,32.78,14.08,34.83,19.95,29.45,33.76,16.84,36.1,87034,800563,ACS_2023_5yr_old_lines
TX-09,13.36,35.61,38.72,9.67,2.64,31.73,8.39,6.96,23.34,61.31,22.55,29.6,31.98,15.88,34.8,64144,760231,ACS_2023_5yr_old_lines
TX-10,56.08,9.94,24.92,5.18,3.88,40.39,28.85,32.04,11.54,27.57,25.56,24.73,30.94,18.77,36.0,82786,780439,ACS_2023_5yr_old_lines
TX-11,43.66,11.07,39.46,1.9,3.91,23.96,14.87,34.44,9.1,41.6,23.15,29.29,29.2,18.36,34.1,69804,768775,ACS_2023_5yr_old_lines
TX-12,55.35,11.93,24.65,4.08,3.99,34.06,24.23,36.8,9.83,29.14,22.08,29.15,31.32,17.46,35.7,84782,789129,ACS_2023_5yr_old_lines
TX-13,58.52,6.54,28.55,2.46,3.94,25.46,19.13,45.38,6.34,29.16,24.23,26.19,29.84,19.74,35.7,66013,773844,ACS_2023_5yr_old_lines
TX-14,53.17,15.37,25.38,2.73,3.35,25.22,17.5,39.95,7.71,34.83,19.81,26.79,33.34,20.05,38.0,76794,770392,ACS_2023_5yr_old_lines
TX-15,15.06,1.21,81.42,1.21,1.09,22.36,6.09,12.68,16.28,64.95,24.48,27.0,30.31,18.22,32.8,57557,776234,ACS_2023_5yr_old_lines
TX-16,11.69,2.93,82.18,1.21,2.0,26.42,5.5,7.66,20.92,65.91,25.23,27.35,29.81,17.6,33.6,59436,772426,ACS_2023_5yr_old_lines
TX-17,53.13,14.43,26.22,2.16,4.06,26.47,18.62,39.73,7.85,33.79,24.5,25.6,30.45,19.45,35.9,66048,784812,ACS_2023_5yr_old_lines
TX-18,16.37,31.46,44.11,4.87,3.18,27.37,11.11,9.02,16.25,63.62,25.22,31.64,29.39,13.74,33.1,60901,772609,ACS_2023_5yr_old_lines
TX-19,50.86,5.75,38.75,1.57,3.07,25.18,18.6,36.63,6.57,38.19,26.9,26.2,28.14,18.76,33.7,63027,768927,ACS_2023_5yr_old_lines
TX-20,17.51,5.56,70.62,3.46,2.84,25.12,7.92,12.1,17.2,62.78,26.52,30.18,27.83,15.48,32.7,61570,784135,ACS_2023_5yr_old_lines
TX-21,58.74,3.32,31.6,2.22,4.12,45.79,32.49,31.04,13.3,23.18,17.86,25.52,32.85,23.77,40.6,91642,793549,ACS_2023_5yr_old_lines
TX-22,41.02,11.59,29.25,14.02,4.13,45.87,21.95,22.88,23.92,31.25,17.54,30.07,34.47,17.92,37.4,107377,807871,ACS_2023_5yr_old_lines
TX-23,28.4,3.35,63.06,2.3,2.89,30.79,14.93,17.01,15.86,52.2,23.06,27.41,30.94,18.59,35.0,76344,757759,ACS_2023_5yr_old_lines
TX-24,61.53,7.31,17.87,8.51,4.78,53.52,38.26,28.18,15.26,18.31,17.0,27.13,36.11,19.76,39.2,113159,758537,ACS_2023_5yr_old_lines
TX-25,58.75,11.65,22.85,3.06,3.7,30.69,21.34,42.38,9.35,26.93,21.68,25.86,31.87,20.59,37.3,78504,793714,ACS_2023_5yr_old_lines
TX-26,57.33,8.89,19.4,9.64,4.74,46.28,29.26,32.14,17.02,21.58,18.1,30.49,35.74,15.67,37.9,113835,801992,ACS_2023_5yr_old_lines
TX-27,37.65,3.93,54.31,1.63,2.48,20.71,12.49,30.35,8.22,48.94,20.53,26.15,31.38,21.94,37.7,66652,771646,ACS_2023_5yr_old_lines
TX-28,18.0,4.28,74.97,0.96,1.79,20.86,7.14,14.18,13.72,64.96,23.69,27.72,31.57,17.02,33.4,64381,774349,ACS_2023_5yr_old_lines
TX-29,8.13,13.18,74.98,2.45,1.26,12.34,2.98,7.65,9.35,80.01,24.82,29.12,32.14,13.92,32.2,54599,757251,ACS_2023_5yr_old_lines
TX-30,17.77,39.97,36.37,3.18,2.72,29.89,11.48,10.39,18.41,59.72,24.98,28.49,31.53,15.0,33.7,69722,771661,ACS_2023_5yr_old_lines
TX-31,58.77,7.4,23.48,5.0,5.35,37.81,25.99,37.62,11.82,24.57,20.13,29.74,30.75,19.38,36.9,93699,810684,ACS_2023_5yr_old_lines
TX-32,31.6,20.59,36.35,7.97,3.5,39.85,22.23,15.1,17.62,45.05,27.71,30.58,28.56,13.15,33.0,70578,764396,ACS_2023_5yr_old_lines
TX-33,13.79,18.09,57.59,8.31,2.22,22.89,6.69,10.45,16.2,66.67,25.62,31.56,30.1,12.72,32.0,61989,775186,ACS_2023_5yr_old_lines
TX-34,7.8,0.52,90.55,0.52,0.61,18.39,3.78,6.67,14.61,74.94,26.16,26.21,29.14,18.49,31.0,50985,773649,ACS_2023_5yr_old_lines
TX-35,27.84,11.59,53.81,2.95,3.81,31.84,15.78,16.0,16.06,52.17,26.99,33.32,27.14,12.56,33.0,70734,789038,ACS_2023_5yr_old_lines
TX-36,49.47,11.18,32.02,4.03,3.3,23.87,15.26,39.8,8.61,36.33,20.9,26.88,32.68,19.54,36.7,74848,773758,ACS_2023_5yr_old_lines
TX-37,51.99,6.41,27.86,9.07,4.67,61.77,39.52,16.64,22.24,21.59,25.62,33.62,27.36,13.4,35.2,93313,770624,ACS_2023_5yr_old_lines
TX-38,49.03,10.3,26.55,9.83,4.29,50.16,30.73,22.78,19.44,27.05,18.61,28.65,34.18,18.56,37.5,102921,775446,ACS_2023_5yr_old_lines
UT-01,79.22,0.95,13.48,2.02,4.32,37.5,32.67,48.9,4.83,13.6,27.35,28.54,28.45,15.65,31.8,90549,833456,ACS_2023_5yr_old_lines
UT-02,70.93,1.43,19.26,2.57,5.81,32.71,27.54,48.14,5.16,19.15,23.94,28.85,28.08,19.13,33.8,83103,836119,ACS_2023_5yr_old_lines
UT-03,78.23,0.78,12.39,2.15,6.44,43.33,37.1,43.96,6.23,12.71,30.91,25.63,27.07,16.39,30.3,91520,818343,ACS_2023_5yr_old_lines
